Year,ID,STATION NAME,STATION LOCATION,AIR INTAKE,Ambient,Road-side,CAAQS,NAPS,AQHI/AQI,O3,PM2.5,NO2,SO2,CO,TRS,,
2007,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2007,52022,KINGSTON,752 KING ST. W.,13,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2007,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2007,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2007,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2007,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2007,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2007,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,R,R,,
2007,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2007,77219,SUDBURY,1222 RAMSEY LAKE RD.,3,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2006,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2006,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2006,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2006,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2006,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2006,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2006,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2006,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2006,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2006,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2006,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,NR,NR,NR,NR,,
2006,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2006,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2006,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2006,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2006,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2006,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,46109,MISSISSAUGA,FRANK MCKECHNIE COMMUNITY CENTRE,10,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2006,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2006,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,R,NR,NR,,
2006,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2006,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2006,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2006,52020,KINGSTON,133 DALTON ST.,5,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2006,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2006,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2006,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2006,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2006,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2006,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,R,R,,
2006,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,R,NR,NR,,
2006,77219,SUDBURY,1222 RAMSEY LAKE RD.,3,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2005,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2005,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2005,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2005,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2005,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2005,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2005,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2005,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2005,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2005,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2005,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2005,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2005,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2005,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2005,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,NR,NR,NR,NR,,
2005,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2005,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2005,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2005,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2005,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2005,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2005,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2005,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2005,46109,MISSISSAUGA,FRANK MCKECHNIE COMMUNITY CENTRE,10,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2005,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2005,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2005,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2005,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2005,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2005,52020,KINGSTON,133 DALTON ST.,5,Y,N,Y,Y,Y,R,NR,NR,NR,NR,NR,,
2005,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,R,NR,NR,,
2005,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2005,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2005,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2005,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,NR,NR,NR,NR,,
2005,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,R,R,,
2005,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2005,77219,SUDBURY,1222 RAMSEY LAKE RD.,3,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2004,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2004,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2004,13021,MERLIN,MIDDLE RD./MOE WATER PUMP STATION,3,Y,N,N,Y,Y,R,R,R,R,R,NR,,
2004,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2004,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2004,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2004,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2004,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2004,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,N,R,R,R,R,R,NR,,
2004,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2004,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2004,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2004,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2004,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2004,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,NR,NR,NR,NR,,
2004,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2004,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2004,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2004,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2004,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2004,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2004,45025,OSHAWA,RITSON ROAD PUBLIC SCHOOL,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2004,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2004,46109,MISSISSAUGA,FRANK MCKECHNIE COMMUNITY CENTRE,10,Y,N,Y,Y,Y,R,R,NR,R,R,NR,,
2004,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2004,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,R,NR,,
2004,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2004,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2004,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2004,52020,KINGSTON,133 DALTON ST.,5,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2004,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,R,R,NR,,
2004,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2004,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2004,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,NR,NR,NR,NR,,
2004,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,NR,R,R,R,,
2004,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2004,77219,SUDBURY,1222 RAMSEY LAKE RD.,3,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2003,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2003,13021,MERLIN,MIDDLE RD./MOE WATER PUMP STATION,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2003,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2003,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2003,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2003,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2003,22071,SIMCOE,HWY 3/BLUE LINE RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2003,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2003,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2003,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2003,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,R,,
2003,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,R,R,R,,
2003,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2003,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2003,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2003,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2003,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,44015,OAKVILLE,BRONTE RD./WOBURN CRES.,5,Y,N,Y,Y,N,R,,R,R,R,R,,
2003,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,45025,OSHAWA,RITSON ROAD PUBLIC SCHOOL,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2003,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,46110,MISSISSAUGA,MISSISSAUGA GENERAL HOSPITAL,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,R,R,NR,,
2003,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2003,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2003,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,52020,KINGSTON,133 DALTON ST.,5,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2003,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,R,R,NR,,
2003,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2003,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2003,63200,THUNDER BAY,615 JAMES ST. S.,3,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2003,71068,SAULT STE. MARIE,"PATRICK ST., WM. MERRIFIELD SCHOOL",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2003,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2003,77203,SUDBURY,100 RAMSEY LAKE RD./SCIENCE NORTH,10,Y,N,Y,Y,Y,R,NR,R,R,R,R,,
2002,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2002,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2002,13021,MERLIN,MIDDLE RD./MOE WATER PUMP STATION,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2002,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,R,R,,
2002,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,NR,NR,NR,NR,NR,,
2002,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,NR,R,R,R,NR,,
2002,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2002,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2002,22071,SIMCOE,HWY 3/BLUE LINE RD.,5,Y,N,N,Y,Y,R,NR,R,R,NR,NR,,
2002,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2002,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2002,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,R,,
2002,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,NR,R,R,R,R,,
2002,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2002,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2002,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2002,35003,TORONTO WEST,ELMCREST RD./CENTENNIAL PARK,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,44015,OAKVILLE,BRONTE RD./WOBURN CRES.,5,Y,N,Y,Y,Y,R,NR,R,R,R,R,,
2002,45025,OSHAWA,RITSON ROAD PUBLIC SCHOOL,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2002,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,46110,MISSISSAUGA,MISSISSAUGA GENERAL HOSPITAL,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,R,R,NR,,
2002,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,NR,NR,NR,NR,NR,,
2002,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2002,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,52020,KINGSTON,133 DALTON ST.,5,Y,N,Y,Y,Y,R,NR,NR,NR,NR,NR,,
2002,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,NR,NR,R,NR,R,,
2002,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2002,63200,THUNDER BAY,615 JAMES ST. S.,3,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2002,71068,SAULT STE. MARIE,"PATRICK ST., WM. MERRIFIELD SCHOOL",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2002,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2002,77203,SUDBURY,100 RAMSEY LAKE RD./SCIENCE NORTH,10,Y,N,Y,Y,Y,R,NR,R,R,R,R,,
2001,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2001,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,NR,R,R,NR,R,,
2001,13021,MERLIN,MIDDLE RD./MOE WATER PUMP STATION,3,Y,N,N,Y,Y,R,NR,NR,NR,NR,NR,,
2001,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,R,R,,
2001,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,NR,NR,NR,NR,NR,,
2001,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,N,R,R,NR,NR,NR,NR,,
2001,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2001,22071,SIMCOE,HWY 3/BLUE LINE RD.,5,Y,N,N,Y,Y,R,R,R,R,NR,NR,,
2001,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
