Year,ID,STATION NAME,STATION LOCATION,AIR INTAKE,Ambient,Road-side,CAAQS,NAPS,AQHI/AQI,O3,PM2.5,NO2,SO2,CO,TRS,,
2017,28028,GUELPH,EXHIBITION ST./CLARK ST. W. ,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST. ,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2017,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2017,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2017,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W. ,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E. ,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,34021,TORONTO NORTH,4905 DUFFERIN ST.,5,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2017,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2017,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD. ,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,46090,BRAMPTON,109 MCLAUGHLIN RD. S.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U OF T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2017,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2017,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2017,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2017,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2017,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2017,52023,KINGSTON,23 BEECHGROVE LANE,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2017,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2017,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,63203,THUNDER BAY,421 JAMES ST. S. ,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2017,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,Y,Y,Y,R,R,R,R,NR,R,,
2017,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2017,77233,SUDBURY,155 ELM ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2016,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W. ,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2016,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2016,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,14111,SARNIA,700 CHRISTINA ST. N.,3,Y,N,Y,Y,Y,R,R,R,R,NR,R,,
2016,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,15026,LONDON,42 ST. JULIEN ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,26060,KITCHENER,WEST AVE./HOMEWOOD AVE. ,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,28028,GUELPH,EXHIBITION ST./CLARK ST. W. ,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST. ,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2016,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2016,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2016,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W. ,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E. ,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2016,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD. ,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U OF T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2016,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2016,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2016,52023,KINGSTON,23 BEECHGROVE LANE,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2016,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,63203,THUNDER BAY,421 JAMES ST. S. ,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2016,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,Y,Y,Y,R,R,R,R,NR,R,,
2016,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2016,77233,SUDBURY,155 ELM ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2015,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2015,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2015,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2015,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,15026,LONDON,42 ST. JULIEN ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2015,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2015,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2015,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2015,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U OF T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2015,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2015,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2015,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2015,52023,KINGSTON,23 BEECHGROVE LANE,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2015,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2015,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2015,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2015,77233,SUDBURY,155 ELM ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2014,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2014,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2014,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2014,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2014,15026,LONDON,42 ST. JULIEN ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2014,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2014,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2014,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2014,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2014,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2014,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U of T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2014,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2014,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2014,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2014,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2014,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2014,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2014,52023,KINGSTON,23 BEECHGROVE LANE,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2014,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2014,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2014,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2014,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2014,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2014,77233,SUDBURY,155 ELM ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2013,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2013,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2013,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2013,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,15026,LONDON,42 ST. JULIEN ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2013,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2013,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2013,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2013,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U of T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2013,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2013,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,52022,KINGSTON,752 KING ST. W.,13,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2013,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2013,77233,SUDBURY,155 ELM ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2012,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2012,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2012,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2012,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2012,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2012,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2012,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2012,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2012,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
