Year,Station Number,City,Location,Type,Valid Hour,10th Percentile,30th Percentile,50th Percentile,70th Percentile,90th Percentile,99 Percentile,Mean,1-Hour Maximum,24-Hour  Maximum,No. of Times Above 1-Hour Criterion,
1997,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8287,1,11,19,27,42,68,20.9,92,65,16,
1997,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8706,1,8,15,24,38,66,18.1,88,72,15,
1997,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8683,2,12,21,29,43,73,22.2,100,80,30,
1997,29118,Hamilton West,Main St. W./Hwy 403,A,8448,1,8,16,25,38,68,18.6,87,74,17,
1997,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,3164,2,5,10,16,25,46,INS,60,34,0,
1997,31303,Toronto,Queen/University,A,4986,2,7,12,19,29,55,INS,86,49,3,
1997,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8081,1,7,15,24,39,69,18.0,102,55,31,
1997,34020,Toronto North,Hendon Ave./Yonge St.,A,8422,3,11,20,29,42,68,21.6,95,65,26,
1997,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,8345,3,8,16,26,40,68,19.4,96,65,29,
1997,36030,York,Clearview Hts./Keele St.,I,8296,2,7,16,25,39,67,18.4,103,56,33,
1997,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8575,3,11,20,28,43,68,21.7,92,67,14,
1997,44015,Oakville,Bronte Rd./Woburn Cres.,A,8695,2,9,19,28,42,69,20.8,101,72,26,
1997,45025,Oshawa,Ritson Rd. Public School,A,8547,4,14,22,30,41,68,23.2,97,60,38,
1997,46110,Mississauga,Mississauga General Hospital,A,8366,2,9,18,27,40,69,20.0,100,69,28,
1997,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8632,10,22,30,37,49,76,30.1,108,74,54,
1997,49010,Dorset,1026 Bellwood Acres Rd.,A,8662,13,24,31,37,47,68,30.9,108,58,23,
1997,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8653,2,12,20,27,39,60,20.5,90,71,5,
1997,52020,Kingston,133 Dalton St.,A,8739,1,10,19,27,39,69,20.1,100,68,29,
1997,56051,Cornwall,Bedford St./3rd St. W.,A,8755,3,14,22,30,41,67,22.8,96,66,14,
1997,59006,Peterborough,10 Hospital Dr.,A,4065,13,25,31,36,44,62,INS,85,55,2,
1997,63200,Thunder Bay,"615 James St. S., MTO",A,8572,4,16,25,32,40,57,23.9,75,58,0,
1997,71068,Sault Ste. Marie,Wm. Merrifield School,A,8502,6,17,25,32,42,62,24.9,83,63,3,
1997,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8675,6,19,27,34,45,66,26.6,100,67,30,
1997,77203,Sudbury,Science North,A,8678,12,21,27,33,44,69,28.0,103,78,33,
1996,12008,Windsor Downtown,467 University Ave. W.,A,8722,2,8,17,26,44,76,20.3,106,65,71,
1996,12016,Windsor West,College Ave./South St.,A,8649,1,7,16,27,47,84,20.8,116,66,112,
1996,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8562,5,15,23,33,46,75,25.2,103,68,49,
1996,14118,Mandaumin,Concession Rd. 26,A,8683,6,15,22,30,41,69,23.4,98,62,25,
1996,15009,Longwoods,Longwoods Conservation Authority,A,8488,5,16,25,34,47,75,26.2,106,61,49,
1996,15013,Parkhill,Puc Building,A,7532,8,18,26,33,47,78,27.1,105,72,64,
1996,15020,Grand Bend,Point Blake Conservation Area,A,8747,11,23,32,39,50,82,31.9,116,81,99,
1996,15025,London,900 Highbury Ave. N.,A,8543,4,12,20,28,46,79,23.1,105,74,71,
1996,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8741,14,25,32,38,48,78,32.0,105,84,72,
1996,22901,Long Point,Provincial Park,A,7471,13,24,32,40,57,87,33.5,129,88,129,
1996,26060,Kitchener,West Ave./Homewood Ave.,A,8480,3,13,22,32,45,70,23.8,92,61,15,
1996,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8519,0,10,18,27,42,69,20.3,90,57,19,
1996,27072,Niagara Falls,Stanley Ave/Hwy 420,A,5418,9,20,29,36,50,72,INS,94,68,23,
1996,28028,Guelph,Exhibition St./Clark St. W.,A,6037,4,18,26,33,46,68,INS,85,53,4,
1996,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8764,1,6,15,23,38,63,17.3,92,47,5,
1996,29105,Hamilton,Nash Rd/Kentley Dr,A,5701,2,13,21,28,40,66,INS,87,53,7,
1996,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8728,1,10,18,28,43,72,20.8,101,60,13,
1996,29118,Hamilton West,Main St. W./Hwy 403,A,8560,1,4,15,24,38,64,17.3,92,47,8,
1996,31303,Toronto,Queen/University,A,8624,1,4,9,16,27,45,12.2,72,38,0,
1996,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8373,2,8,16,25,40,69,18.9,102,54,21,
1996,34020,Toronto North,Hendon Ave./Yonge St.,A,8628,0,5,14,23,35,59,16.4,91,42,6,
1996,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,8549,0,5,14,24,38,59,17.1,81,42,1,
1996,36030,York,Clearview Hts./Keele St.,I,8390,2,6,15,26,41,72,18.8,102,48,48,
1996,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8680,3,10,20,30,45,74,22.4,105,55,51,
1996,44015,Oakville,Bronte Rd./Woburn Cres.,A,8522,1,8,18,29,45,72,21.1,101,54,38,
1996,45025,Oshawa,Ritson Rd. Public School,A,8585,5,13,21,29,39,61,21.9,93,50,9,
1996,46110,Mississauga,Mississauga General Hospital,A,8164,2,8,17,26,40,68,19.3,93,50,16,
1996,47037,Egbert,Sideroad 10/ Cowc 8,A,6513,15,25,33,39,50,74,INS,96,61,30,
1996,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8409,8,18,25,32,46,71,26.4,100,69,40,
1996,49010,Dorset,1026 Bellwood Acres Rd.,A,8625,11,21,28,35,45,63,28.6,89,65,14,
1996,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,7862,2,9,18,26,37,55,18.9,83,53,3,
1996,52020,Kingston,133 Dalton St.,A,8621,1,10,20,28,40,66,21.0,83,62,8,
1996,56051,Cornwall,Bedford St./3rd St. W.,A,8357,3,13,20,27,40,60,20.9,86,57,3,
1996,59006,Peterborough,10 Hospital Dr.,A,8739,7,18,25,33,44,67,26.0,90,64,18,
1996,62030,Fort Frances,Portage/Church St.,I,7956,13,22,28,34,42,56,27.8,111,57,3,
1996,63120,Thunder Bay,Cloud River,A,4004,16,27,33,37,44,56,INS,72,53,0,
1996,63200,Thunder Bay,"615 James St. S., MTO",A,8763,3,14,22,28,36,47,21.0,64,44,0,
1996,71068,Sault Ste. Marie,Wm. Merrifield School,A,8708,5,14,22,30,41,56,22.8,94,64,14,
1996,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8368,7,18,26,32,42,62,25.4,99,68,19,
1996,77203,Sudbury,Science North,A,8603,12,21,27,34,45,62,28.1,90,66,6,
1995,12008,Windsor Downtown,467 University Ave. W.,A,8710,1,7,15,23,41,74,18.3,109,51,57,
1995,12016,Windsor West,College Ave./South St.,A,8602,0,6,15,24,45,78,19.3,115,62,72,
1995,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8444,3,14,21,28,40,72,22.2,127,67,34,
1995,14118,Mandaumin,Concession Rd. 26,A,8458,6,16,23,30,41,69,24.0,124,64,35,
1995,15001,London,"Fair Grounds, King/Rectory",A,4017,2,12,20,27,40,70,INS,97,74,21,
1995,15009,Longwoods,Longwoods Conservation Authority,A,8433,6,18,26,33,46,72,26.7,99,61,27,
1995,15013,Parkhill,Puc Building,A,8707,8,19,27,33,47,77,27.5,121,69,64,
1995,15020,Grand Bend,Point Blake Conservation Area,A,8559,11,23,31,37,50,83,31.3,157,73,105,
1995,15025,London,900 Highbury Ave. N.,A,4262,3,11,17,28,49,76,INS,140,74,27,
1995,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8543,15,25,31,36,48,78,31.6,142,79,64,
1995,22071,Simcoe,"Hwy 3/Blue Line Rd., Experimental Farm",A,8288,11,21,28,36,54,85,30.7,118,87,119,
1995,22901,Long Point,Provincial Park,A,7904,12,22,29,35,54,88,31.0,121,67,128,
1995,26060,Kitchener,West Ave./Homewood Ave.,A,8684,3,16,24,31,47,75,25.1,102,72,55,
1995,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8662,1,11,19,26,40,67,20.5,89,70,11,
1995,27072,Niagara Falls,Stanley Ave/Hwy 420,A,8506,5,14,22,30,45,74,24.0,100,77,44,
1995,28028,Guelph,Exhibition St./Clark St. W.,A,8058,2,13,21,28,42,71,22.1,108,65,25,
1995,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8686,1,8,15,23,40,69,18.0,98,75,27,
1995,29105,Hamilton,Nash Rd/Kentley Dr,A,8633,0,10,18,26,43,71,20.2,99,71,37,
1995,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8596,1,11,18,26,42,71,20.4,102,66,33,
1995,29118,Hamilton West,Main St. W./Hwy 403,A,8639,0,7,16,24,40,70,18.1,100,77,34,
1995,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,7217,3,9,15,24,37,65,18.1,107,51,10,
1995,31303,Toronto,Queen/University,A,1217,1,4,6,9,15,27,INS,30,19,0,
1995,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8342,1,9,16,25,41,76,19.3,111,58,52,
1995,34020,Toronto North,Hendon Ave./Yonge St.,A,8687,1,8,17,25,38,68,18.6,108,67,28,
1995,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,8604,0,6,14,22,35,63,16.3,96,54,17,
1995,35033,Etobicoke South,185 Judson St.,A,8446,0,5,12,21,39,73,16.5,117,60,45,
1995,36030,York,Clearview Hts./Keele St.,I,8364,1,6,15,24,38,70,17.8,98,56,41,
1995,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8428,3,11,19,27,45,77,21.8,115,64,61,
1995,44015,Oakville,Bronte Rd./Woburn Cres.,A,8355,1,10,19,27,41,71,20.4,110,53,47,
1995,45025,Oshawa,Ritson Rd. Public School,A,8503,5,13,22,29,40,70,22.7,116,54,35,
1995,46110,Mississauga,Mississauga General Hospital,A,5877,2,8,15,23,44,77,INS,103,63,46,
1995,46117,Mississauga,"Apple Lane, Meadowood Park",I,3685,3,15,25,33,46,69,INS,102,58,12,
1995,47037,Egbert,Sideroad 10/ Cowc 8,A,8224,12,22,29,34,45,72,28.9,106,70,32,
1995,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8240,7,18,24,29,41,69,24.4,104,65,29,
1995,49010,Dorset,1026 Bellwood Acres Rd.,A,7262,14,24,30,37,48,74,30.9,108,70,41,
1995,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8572,4,13,20,27,37,63,20.9,99,63,24,
1995,52020,Kingston,133 Dalton St.,A,8407,0,11,20,28,42,70,21.0,114,61,45,
1995,56051,Cornwall,Bedford St./3rd St. W.,A,8546,4,16,23,29,42,68,23.5,91,74,29,
1995,59006,Peterborough,10 Hospital Dr.,A,6550,9,20,26,32,46,75,INS,110,74,36,
1995,62030,Fort Frances,Portage/Church St.,I,8728,13,21,27,32,41,55,26.9,67,55,0,
1995,63120,Thunder Bay,Cloud River,A,8682,11,23,30,35,42,59,28.5,73,54,0,
1995,63200,Thunder Bay,"615 James St. S., MTO",A,8690,3,14,22,28,36,54,20.8,69,51,0,
1995,71068,Sault Ste. Marie,Wm. Merrifield School,A,8298,7,17,24,30,39,60,23.9,90,57,6,
1995,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8562,7,20,28,33,43,75,27.1,108,69,41,
1995,77203,Sudbury,Science North,A,8582,13,22,28,35,47,72,29.7,101,71,32,
